transaction_id,date,client_id,client_name,client_tier,account_type,sku,units,gross_sales,discounts,refunds,shipping_revenue,fulfillment_cost,paid_ad_spend,memo
TXN-10501,2025-12-20,CLI-001,Aura Design Co,VIP,Gross Sales,SKU-E505,4,480.00,48.00,0.00,7.11,9.18,19.30,Google Shopping Ad
TXN-10502,2025-12-20,CLI-008,Vanguard Supply,Wholesale,Gross Sales,SKU-C303,35,2625.00,525.00,0.00,48.31,95.77,18.79,Google Shopping Ad
TXN-10503,2025-12-21,CLI-005,Lumina Living,VIP,Gross Sales,SKU-D404,5,450.00,45.00,0.00,6.31,15.89,16.29,Email Newsletter Conversion
TXN-10504,2025-12-21,CLI-006,Apex Goods,Standard,Gross Sales,SKU-B202,3,135.00,0.00,0.00,9.45,10.32,26.84,Direct Web
TXN-10505,2025-12-21,CLI-003,Summit Outfitters,Wholesale,Gross Sales,SKU-A101,50,4000.00,800.00,0.00,81.88,138.95,28.93,TikTok Paid Ad
TXN-10506,2025-12-22,CLI-008,Vanguard Supply,Wholesale,Gross Sales,SKU-D404,29,2610.00,391.50,0.00,60.78,61.11,15.00,TikTok Paid Ad
TXN-10507,2025-12-22,CLI-003,Summit Outfitters,Wholesale,Gross Sales,SKU-A101,10,800.00,160.00,0.00,115.76,24.54,15.41,PPC High CAC Campaign
TXN-10508,2025-12-22,CLI-007,Beacon Direct,VIP,Gross Sales,SKU-A101,8,640.00,64.00,0.00,10.48,15.02,54.70,Meta Ad Campaign #12
TXN-10509,2025-12-23,CLI-007,Beacon Direct,VIP,Gross Sales,SKU-A101,7,560.00,56.00,0.00,13.28,13.59,18.56,TikTok Paid Ad
TXN-10510,2025-12-23,CLI-004,Nova Retailers,Wholesale,Gross Sales,SKU-C303,49,3675.00,735.00,0.00,62.77,146.31,51.40,Wholesale recurring contract
TXN-10511,2025-12-23,CLI-007,Beacon Direct,VIP,Gross Sales,SKU-A101,3,240.00,24.00,0.00,6.10,7.23,35.37,Wholesale recurring contract
TXN-10512,2025-12-24,CLI-010,Solstice Corp,Wholesale,Gross Sales,SKU-C303,19,1425.00,142.50,0.00,41.77,65.45,27.70,Direct Web
TXN-10513,2025-12-24,CLI-003,Summit Outfitters,Wholesale,Gross Sales,SKU-A101,24,1920.00,192.00,0.00,41.18,46.43,33.91,Email Newsletter Conversion
TXN-10514,2025-12-24,CLI-008,Vanguard Supply,Wholesale,Gross Sales,SKU-C303,12,900.00,135.00,0.00,107.48,40.84,17.52,Google Shopping Ad
TXN-10515,2025-12-24,CLI-007,Beacon Direct,VIP,Gross Sales,SKU-A101,3,240.00,24.00,0.00,13.17,9.47,20.49,Wholesale recurring contract
TXN-10516,2025-12-25,CLI-004,Nova Retailers,Wholesale,Gross Sales,SKU-B202,12,540.00,54.00,0.00,98.83,20.26,44.97,PPC High CAC Campaign
TXN-10517,2025-12-25,CLI-004,Nova Retailers,Wholesale,Gross Sales,SKU-C303,29,2175.00,326.25,0.00,90.33,45.95,57.18,Email Newsletter Conversion
TXN-10518,2025-12-25,CLI-009,Echo Market,Standard,Refunds,SKU-B202,2,0.00,0.00,90.00,0.00,2.60,0.00,Customer return - sizing issue
TXN-10519,2025-12-25,CLI-004,Nova Retailers,Wholesale,Gross Sales,SKU-C303,37,2775.00,416.25,0.00,53.39,75.93,20.38,Meta Ad Campaign #12
TXN-10520,2025-12-26,CLI-001,Aura Design Co,VIP,Gross Sales,SKU-E505,7,840.00,84.00,0.00,11.88,12.67,49.69,PPC High CAC Campaign
TXN-10521,2025-12-26,CLI-004,Nova Retailers,Wholesale,Gross Sales,SKU-C303,49,3675.00,551.25,0.00,44.78,136.67,46.56,Meta Ad Campaign #12
TXN-10522,2025-12-27,CLI-003,Summit Outfitters,Wholesale,Gross Sales,SKU-A101,45,3600.00,720.00,0.00,104.44,106.98,23.68,Organic search referral
TXN-10523,2025-12-27,CLI-007,Beacon Direct,VIP,Gross Sales,SKU-A101,2,160.00,16.00,0.00,12.07,5.24,39.42,PPC High CAC Campaign
TXN-10524,2025-12-28,CLI-004,Nova Retailers,Wholesale,Gross Sales,SKU-C303,30,2250.00,450.00,0.00,62.03,94.88,56.15,PPC High CAC Campaign
TXN-10525,2025-12-28,CLI-009,Echo Market,Standard,Refunds,SKU-B202,2,0.00,0.00,90.00,0.00,2.89,0.00,Customer dissatisfied SKU-B202
TXN-10526,2025-12-28,CLI-009,Echo Market,Standard,Refunds,SKU-B202,2,0.00,0.00,90.00,0.00,4.20,0.00,Customer return - sizing issue
TXN-10527,2025-12-29,CLI-006,Apex Goods,Standard,Gross Sales,SKU-B202,3,135.00,0.00,0.00,6.90,8.60,28.67,TikTok Paid Ad
TXN-10528,2025-12-29,CLI-003,Summit Outfitters,Wholesale,Gross Sales,SKU-A101,30,2400.00,240.00,0.00,81.86,49.00,52.58,Google Shopping Ad
TXN-10529,2025-12-29,CLI-003,Summit Outfitters,Wholesale,Gross Sales,SKU-A101,16,1280.00,192.00,0.00,47.90,42.27,52.63,Quarterly stock order
TXN-10530,2025-12-29,CLI-008,Vanguard Supply,Wholesale,Gross Sales,SKU-C303,26,1950.00,195.00,0.00,57.66,76.33,15.59,Organic search referral
TXN-10531,2025-12-30,CLI-008,Vanguard Supply,Wholesale,Gross Sales,SKU-D404,50,4500.00,450.00,0.00,84.64,168.82,33.72,Organic search referral
TXN-10532,2025-12-30,CLI-006,Apex Goods,Standard,Gross Sales,SKU-B202,3,135.00,6.75,0.00,13.34,4.97,13.83,Google Shopping Ad
TXN-10533,2025-12-31,CLI-002,Urban Pulse,Standard,Refunds,SKU-B202,2,0.00,0.00,90.00,0.00,2.57,0.00,Refund SKU-B202 quality issue
TXN-10534,2025-12-31,CLI-004,Nova Retailers,Wholesale,Gross Sales,SKU-E505,45,5400.00,810.00,0.00,101.30,119.39,45.35,Google Shopping Ad
TXN-10535,2025-12-31,CLI-007,Beacon Direct,VIP,Gross Sales,SKU-A101,3,240.00,24.00,0.00,9.02,6.53,22.12,Direct Web
TXN-10536,2025-12-31,CLI-010,Solstice Corp,Wholesale,Gross Sales,SKU-C303,30,2250.00,450.00,0.00,107.59,69.74,43.50,Organic search referral
